118,2241,/beer/profile/113/572/,Samuel Smith's The Famous Taddy Porter,/beer/profile/113/,Samuel Smith Old Brewery (Tadcaster),/beer/style/101/,English Porter
119,16630,/beer/profile/140/1904/,Sierra Nevada Celebration Ale,/beer/profile/140/,Sierra Nevada Brewing Co.,/beer/style/116/,American IPA
120,14,/beer/profile/113/782/,Samuel Smith's Imperial Stout,/beer/profile/113/,Samuel Smith Old Brewery (Tadcaster),/beer/style/84/,Russian Imperial Stout
121,20951,/beer/profile/140/2671/,Sierra Nevada Bigfoot Barleywine Style Ale,/beer/profile/140/,Sierra Nevada Brewing Co.,/beer/style/19/,American Barleywine
122,6510,/beer/profile/42/142/,Ommegang (Abbey Ale),/beer/profile/42/,Brewery Ommegang,/beer/style/57/,Dubbel
123,37235,/beer/profile/45/680/,Brooklyn Black Chocolate Stout,/beer/profile/45/,Brooklyn Brewery,/beer/style/84/,Russian Imperial Stout
124,6765,/beer/profile/42/3457/,Three Philosophers Belgian Style Blend (Quadrupel),/beer/profile/42/,Brewery Ommegang,/beer/style/142/,Quadrupel (Quad)
125,402,/beer/profile/42/141/,Hennepin (Farmhouse Saison),/beer/profile/42/,Brewery Ommegang,/beer/style/129/,Saison / Farmhouse Ale
126,3954,/beer/profile/641/1745/,Duchesse De Bourgogne,/beer/profile/641/,Brouwerij Verhaeghe,/beer/style/53/,Flanders Red Ale
127,15665,/beer/profile/1141/10330/,Aphrodisiaque,/beer/profile/1141/,Brasserie Dieu Du Ciel,/beer/style/158/,American Stout
128,5862,/beer/profile/4/59/,Allagash White,/beer/profile/4/,Allagash Brewing Company,/beer/style/48/,Witbier
129,1456,/beer/profile/1199/5441/,Founders Centennial IPA,/beer/profile/1199/,Founders Brewing Company,/beer/style/116/,American IPA
130,4072,/beer/profile/215/672/,Chimay Premiere (Red),/beer/profile/215/,Bières de Chimay S.A.,/beer/style/57/,Dubbel
131,4168,/beer/profile/208/674/,Westmalle Trappist Dubbel,/beer/profile/208/,Brouwerij Westmalle,/beer/style/57/,Dubbel
132,3901,/beer/profile/13839/31323/,Hop 15,/beer/profile/13839/,Port Brewing,/beer/style/140/,American Double / Imperial IPA
133,4178,/beer/profile/132/1118/,Chocolate Stout,/beer/profile/132/,Rogue Ales,/beer/style/158/,American Stout
134,5795,/beer/profile/610/22172/,Apex,/beer/profile/610/,Bear Republic Brewing Co.,/beer/style/140/,American Double / Imperial IPA
135,4537,/beer/profile/1471/22381/,Dark Horse Double Crooked Tree IPA,/beer/profile/1471/,Dark Horse Brewing Company,/beer/style/140/,American Double / Imperial IPA
136,14082,/beer/profile/18149/34315/,Cuvee De Tomme,/beer/profile/18149/,The Lost Abbey,/beer/style/171/,American Wild Ale
137,86964,/beer/profile/664/12873/,Courage Imperial Russian Stout,/beer/profile/664/,Wells & Young's Ltd,/beer/style/84/,Russian Imperial Stout
138,4485,/beer/profile/180/1385/,Delirium Tremens,/beer/profile/180/,Brouwerij Huyghe,/beer/style/55/,Belgian Strong Pale Ale
139,4043,/beer/profile/22/694/,Don De Dieu,/beer/profile/22/,Unibroue,/beer/style/55/,Belgian Strong Pale Ale
140,4681,/beer/profile/313/1808/,Trappist Westvleteren Blonde,/beer/profile/313/,Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),/beer/style/54/,Belgian Pale Ale
141,876,/beer/profile/22/3635/,La Terrible,/beer/profile/22/,Unibroue,/beer/style/56/,Belgian Strong Dark Ale
